lights,T1,T6,T_out
-0.5026705160903567,1.9715068718067006,0.8770126743830575,1.337888583712143
-0.5026705160903567,1.9715068718067006,0.8923798900224352,1.3149877618470063
-0.5026705160903567,1.9715068718067006,0.9072079044390619,1.3149877618470063
-0.5026705160903567,1.9715068718067006,0.9409079394099436,1.2920869399818695
-0.5026705160903567,1.9448390151498613,0.9530399517568203,1.2691861181167325
-0.5026705160903567,1.891503293835822,0.9530399517568203,1.2462852962515958
-0.5026705160903567,1.891503293835822,0.9530399517568203,1.223384474386459
-0.5026705160903567,1.891503293835822,0.9665199661495734,1.2004836525213223
-0.5026705160903567,1.8648354371789801,1.0197660196646443,1.1775828306561857
-0.5026705160903567,1.8114997158649406,1.0689680690640895,1.223384474386459
-0.5026705160903567,1.8114997158649406,1.1087341102084096,1.2691861181167325
-0.5026705160903567,1.8114997158649406,1.1491741513646665,1.3149877618470063
-0.5026705160903567,1.8114997158649406,1.2307282336891172,1.3836902274424163
-0.5026705160903567,1.8114997158649406,1.2833002871922512,1.4294918711726903
-0.5026705160903567,1.7821650679421661,1.3190223242209453,1.4752935149029636
-0.5026705160903567,1.7234957800969728,1.3325023386136983,1.5668968023635108
-0.5026705160903567,1.7234957800969728,1.3850743921168323,1.6814009116891948
-0.5026705160903567,1.7234957800969728,1.54683455674186,1.773004199149742
-0.5026705160903567,1.7234957800969728,1.8696808839579764,1.8646074866102893
-0.5026705160903567,1.7234957800969728,2.1001891185486405,1.979111595935973
-0.5026705160903567,1.7821650679421661,2.368441392225812,2.07071488339652
-0.5026705160903567,1.8114997158649406,2.5706415980070965,2.1394173489919304
-0.5026705160903567,1.8114997158649406,2.7607097914415037,2.208119814587341
-0.5026705160903567,1.8114997158649406,2.8806819128643983,2.2768222801827513
-0.5026705160903567,1.8648354371789801,3.01076404659836,2.3684255676432984
-0.5026705160903567,1.891503293835822,3.1037761412577507,2.4371280332387086
-0.5026705160903567,1.891503293835822,3.231836270911897,2.5058304988341193
-0.5026705160903567,1.9715068718067006,3.3140643552702866,2.597433786294666
-0.5026705160903567,1.9715068718067006,3.3713544129009825,2.6661362518900766
-0.5026705160903567,1.9955079451979654,3.406402447895738,2.7577395393506237
-0.5026705160903567,2.0435100919804925,3.448190491097871,2.849342826811171
-0.5026705160903567,2.0435100919804925,3.488630532254128,2.918045292406581
-0.5026705160903567,2.0968458132945322,3.512894556947882,3.0096485798671284
-0.5026705160903567,2.1528483178741484,3.590943836379458,3.1012518673276754
-0.5026705160903567,2.2115176057193415,3.6613672786121385,3.192855154788223
-0.5026705160903567,2.2115176057193415,3.7082199557326025,3.2844584422487695
-0.5026705160903567,2.2648533270333813,3.7910642694821357,3.3760617297093165
-0.5026705160903567,2.291521183690223,3.8546129047182527,3.467665017169864
-0.5026705160903567,2.3955258350523665,3.852013188364494,3.559268304630411
-0.5026705160903567,2.4435279818348934,3.8376280874326247,3.6050699483606845
-0.5026705160903567,2.4701958384917355,3.860967768039664,3.6279707702258213
-0.5026705160903567,2.5822008476509684,3.8667449170651302,3.6737724139560948
-0.5026705160903567,2.6382033522305846,3.8309265943204447,3.7195740576863683
-0.5026705160903567,2.7448747948586636,3.816194865619809,3.7424748795515055
-0.5026705160903567,2.8435458716892947,3.809840002298397,3.788276523281779
-0.5026705160903567,2.896881593003334,3.8465248964870016,3.8111773451469158
-0.5026705160903567,2.923549449660176,3.84017003316559,3.8569789888771893
-0.5026705160903567,2.923549449660176,3.833179682905437,3.8798798107423265
-0.5026705160903567,2.923549449660176,3.82428287385106,3.9027806326074628
-0.5026705160903567,2.9822187375053693,3.8121508615041826,3.9485822763377363
0.7162109984896435,3.0382212420849855,3.796552559337626,3.971483098202873
-0.5026705160903567,3.091556963399025,3.800827649980431,3.9943839200680102
0.7162109984896435,3.091556963399025,3.82428287385106,4.017284741933147
-0.5026705160903567,3.091556963399025,3.8210476705585594,4.040185563798284
-0.5026705160903567,3.1715605413699035,3.8580791945379325,4.040185563798284
-0.5026705160903567,3.2195626881524335,3.8667449170651302,4.06308638566342
-0.5026705160903567,3.2435637615436956,3.8536019036893463,4.085987207528557
-0.5026705160903567,3.3035664450218554,3.8465248964870016,4.108888029393694
-0.5026705160903567,3.38223662735977,3.8546129047182527,4.131788851258831
-0.5026705160903567,3.4115712752825447,3.8667449170651302,4.1546896731239675
