lights,T1,T6,T_out
3.1539740276496437,-1.0766294488838344,0.1112130950881396,0.10124420299475655
3.1539740276496437,-1.0766294488838344,0.0721210551689576,0.07376321675659259
3.1539740276496437,-1.0766294488838344,0.01685299898947323,0.04857231270494204
4.372855542229644,-1.0766294488838344,-0.008759027143556265,0.021091326466777877
4.372855542229644,-1.0766294488838344,-0.022239040727508187,-0.006389659771386287
4.372855542229644,-1.0766294488838344,-0.03571905451366069,-0.031580563823036825
5.591737056809644,-1.0766294488838344,-0.04313306212637461,-0.059061550061200785
5.591737056809644,-1.1032973055406763,-0.05796107714960187,-0.054481385688173525
4.372855542229644,-1.1566330268547156,-0.07144109093575438,-0.052191303501659896
4.372855542229644,-1.1032973055406763,-0.05796107714960187,-0.047611139128632435
8.029500085969644,-1.0472948009610599,-0.05796107714960187,-0.043030974755605175
6.810618571389645,-0.935289791801827,-0.07144109093575438,-0.040740892569091344
5.591737056809644,-0.8819540784881461,-0.07144109093575438,-0.036160728196064085
4.372855542229644,-0.7806162103915767,-0.08273060235780932,-0.036160728196064085
0.7162109984896435,-0.6472769111066587,-0.11659913682617438,-0.036160728196064085
0.7162109984896435,-0.535271901947426,-0.13681915740430295,-0.036160728196064085
0.7162109984896435,-0.4045993939284407,-0.1516471724275302,-0.036160728196064085
3.1539740276496437,-0.30326152583187416,-0.19208721358378714,-0.036160728196064085
3.1539740276496437,-0.27659366917503225,-0.23117925350296914,-0.036160728196064085
4.372855542229644,-0.27659366917503225,-0.23117925350296914,-0.036160728196064085
1.9350925130696437,-0.27659366917503225,-0.2042192259306643,-0.036160728196064085
4.372855542229644,-0.2179243813298389,-0.19747921913868824,-0.036160728196064085
4.372855542229644,-0.16192187675022254,-0.18534720679181124,-0.036160728196064085
4.372855542229644,-0.10858615543618311,-0.17254119382639663,-0.036160728196064085
3.1539740276496437,-0.08191829877934405,-0.14423316501701686,-0.036160728196064085
1.9350925130696437,-0.028582577465304612,-0.16580118683222017,-0.052191303501659896
3.1539740276496437,0.04342064270848746,-0.19141321296524966,-0.06593179662074188
1.9350925130696437,0.0967563640225269,-0.21095923292484076,-0.0819623719263377
1.9350925130696437,0.1234242206793688,-0.19747921913868824,-0.0979929472319333
1.9350925130696437,0.21142815644733656,-0.17928120061837266,-0.11173344035101548
1.9350925130696437,0.21142815644733656,-0.17928120061837266,-0.1277640156566113
1.9350925130696437,0.23809601310417847,-0.16580118683222017,-0.11631360472404274
1.9350925130696437,0.2914317344182179,-0.1300791506123269,-0.1048631937914744
3.1539740276496437,0.2914317344182179,-0.11659913682617438,-0.09341278285890604
1.9350925130696437,0.2914317344182179,-0.096379116248046,-0.0819623719263377
1.9350925130696437,0.2914317344182179,-0.096379116248046,-0.07051196099376934
1.9350925130696437,0.2914317344182179,-0.10311912304002205,-0.059061550061200785
1.9350925130696437,0.2914317344182179,-0.11659913682617438,-0.0819623719263377
0.7162109984896435,0.2914317344182179,-0.14423316501701686,-0.1048631937914744
1.9350925130696437,0.21142815644733656,-0.17254119382639663,-0.1277640156566113
1.9350925130696437,0.21142815644733656,-0.17928120061837266,-0.150664837521748
1.9350925130696437,0.1234242206793688,-0.17928120061837266,-0.1735656593868847
0.7162109984896435,0.1234242206793688,-0.17928120061837266,-0.19646648125202162
1.9350925130696437,0.04342064270848746,-0.19141321296524966,-0.2033367278115627
1.9350925130696437,0.04342064270848746,-0.19141321296524966,-0.21249705655761722
1.9350925130696437,0.019419569317225327,-0.19141321296524966,-0.21936730311715832
0.7162109984896435,-0.028582577465304612,-0.21769923971681662,-0.2262375496766994
1.9350925130696437,-0.05525043412214368,-0.25813928087307353,-0.23539787842275414
1.9350925130696437,-0.12858704992890488,-0.3255393493994351,-0.24226812498229522
1.9350925130696437,-0.18858973340706445,-0.3120593358154828,-0.23768796060926775
0.7162109984896435,-0.18858973340706445,-0.29857932202933046,-0.23539787842275414
-0.5026705160903567,-0.24725902125225777,-0.3255393493994351,-0.23081771404972667
-0.5026705160903567,-0.27659366917503225,-0.35384737820881484,-0.2262375496766994
-0.5026705160903567,-0.27659366917503225,-0.4064194317119488,-0.2239474674901858
